Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.apache.lucene.search.spans.TestSpans::tstNextSpans(org.apache.lucene.search.spans.Spans, int, int, int):void	org.apache.lucene.search.spans.Spans	0/4	
Move Method	org.apache.lucene.search.suggest.SortedTermFreqIteratorWrapper::encode(org.apache.lucene.search.suggest.Sort.ByteSequencesWriter, org.apache.lucene.store.ByteArrayDataOutput, byte[], org.apache.lucene.util.BytesRef, long):void	org.apache.lucene.store.ByteArrayDataOutput	0/4	
Move Method	org.apache.lucene.store.CompoundFileWriter::copyFileEntry(org.apache.lucene.store.IndexOutput, org.apache.lucene.store.CompoundFileWriter.FileEntry):long	org.apache.lucene.store.CompoundFileWriter.FileEntry	0/4	
Move Method	org.apache.lucene.analysis.core.TestAnalyzers::verifyPayload(org.apache.lucene.analysis.TokenStream):void	org.apache.lucene.analysis.TokenStream	0/3	
Move Method	org.apache.lucene.analysis.miscellaneous.PrefixAndSuffixAwareTokenFilter::updateInputToken(org.apache.lucene.analysis.Token, org.apache.lucene.analysis.Token):org.apache.lucene.analysis.Token	org.apache.lucene.analysis.Token	0/3	
Move Method	org.apache.lucene.analysis.miscellaneous.PrefixAndSuffixAwareTokenFilter::updateSuffixToken(org.apache.lucene.analysis.Token, org.apache.lucene.analysis.Token):org.apache.lucene.analysis.Token	org.apache.lucene.analysis.Token	0/3	
Move Method	org.apache.lucene.analysis.miscellaneous.PrefixAwareTokenFilter::updateSuffixToken(org.apache.lucene.analysis.Token, org.apache.lucene.analysis.Token):org.apache.lucene.analysis.Token	org.apache.lucene.analysis.Token	0/3	
Move Method	org.apache.lucene.analysis.morfologik.TestMorfologikAnalyzer::assertPOSToken(org.apache.lucene.analysis.TokenStream, java.lang.String, java.lang.String[]):void	org.apache.lucene.analysis.TokenStream	0/3	
Move Method	org.apache.lucene.analysis.synonym.SynonymMap.Builder::hasHoles(org.apache.lucene.util.CharsRef):boolean	org.apache.lucene.util.CharsRef	0/3	
Move Method	org.apache.lucene.analysis.synonym.SynonymMap.Builder::countWords(org.apache.lucene.util.CharsRef):int	org.apache.lucene.util.CharsRef	0/3	
Move Method	org.apache.lucene.codecs.blockterms.BlockTermsWriter.TermsWriter::sharedPrefix(org.apache.lucene.util.BytesRef, org.apache.lucene.util.BytesRef):int	org.apache.lucene.util.BytesRef	0/3	
Move Method	org.apache.lucene.codecs.blockterms.FixedGapTermsIndexWriter::indexedTermPrefixLength(org.apache.lucene.util.BytesRef, org.apache.lucene.util.BytesRef):int	org.apache.lucene.util.BytesRef	0/3	
Move Method	org.apache.lucene.codecs.blockterms.VariableGapTermsIndexWriter::indexedTermPrefixLength(org.apache.lucene.util.BytesRef, org.apache.lucene.util.BytesRef):int	org.apache.lucene.util.BytesRef	0/3	
Move Method	org.apache.lucene.codecs.lucene40.TestBitVector::doCompare(org.apache.lucene.codecs.lucene40.BitVector, org.apache.lucene.codecs.lucene40.BitVector):boolean	org.apache.lucene.codecs.lucene40.BitVector	0/3	
Move Method	org.apache.lucene.codecs.simpletext.SimpleTextFieldInfosReader::readString(int, org.apache.lucene.util.BytesRef):java.lang.String	org.apache.lucene.util.BytesRef	0/3	
Move Method	org.apache.lucene.codecs.simpletext.SimpleTextLiveDocsFormat::parseIntAt(org.apache.lucene.util.BytesRef, int, org.apache.lucene.util.CharsRef):int	org.apache.lucene.util.BytesRef	0/3	
Move Method	org.apache.lucene.codecs.simpletext.SimpleTextSegmentInfoReader::readString(int, org.apache.lucene.util.BytesRef):java.lang.String	org.apache.lucene.util.BytesRef	0/3	
Move Method	org.apache.lucene.codecs.simpletext.SimpleTextStoredFieldsReader::equalsAt(org.apache.lucene.util.BytesRef, org.apache.lucene.util.BytesRef, int):boolean	org.apache.lucene.util.BytesRef	0/3	
Move Method	org.apache.lucene.collation.TestICUCollationDocValuesField::doTestRanges(org.apache.lucene.search.IndexSearcher, java.lang.String, java.lang.String, org.apache.lucene.search.Query, com.ibm.icu.text.Collator):void	org.apache.lucene.search.IndexSearcher	0/3	
Move Method	org.apache.lucene.index.CheckIndex::fixIndex(org.apache.lucene.index.CheckIndex.Status, org.apache.lucene.codecs.Codec):void	org.apache.lucene.index.CheckIndex.Status	0/3	
Move Method	org.apache.lucene.index.PrefixCodedTerms.Builder::sharedPrefix(org.apache.lucene.util.BytesRef, org.apache.lucene.util.BytesRef):int	org.apache.lucene.util.BytesRef	0/3	
Move Method	org.apache.lucene.index.TestDocumentsWriterStallControl::assertState(int, int, int, java.lang.Thread[], org.apache.lucene.index.DocumentsWriterStallControl):void	org.apache.lucene.index.DocumentsWriterStallControl	0/3	
Move Method	org.apache.lucene.index.TestIndexInput::checkReads(org.apache.lucene.store.DataInput, java.lang.Class<? extends java.lang.Exception>):void	org.apache.lucene.store.DataInput	0/3	
Move Method	org.apache.lucene.index.TestTermsEnum::accepts(org.apache.lucene.util.automaton.CompiledAutomaton, org.apache.lucene.util.BytesRef):boolean	org.apache.lucene.util.BytesRef	0/3	
Move Method	org.apache.lucene.search.similarities.TestSimilarityBase::toCollectionStats(org.apache.lucene.search.similarities.BasicStats):org.apache.lucene.search.CollectionStatistics	org.apache.lucene.search.similarities.BasicStats	0/3	
Move Method	org.apache.lucene.search.spans.TestPayloadSpans::checkSpans(org.apache.lucene.search.spans.Spans, int, int, int, int):void	org.apache.lucene.search.spans.Spans	0/3	
Move Method	org.apache.lucene.search.suggest.SortedTermFreqIteratorWrapper::decode(org.apache.lucene.util.BytesRef, org.apache.lucene.store.ByteArrayDataInput):long	org.apache.lucene.store.ByteArrayDataInput	0/3	
Move Method	org.apache.lucene.search.suggest.analyzing.AnalyzingSuggester::copyDestTransitions(org.apache.lucene.util.automaton.State, org.apache.lucene.util.automaton.State, java.util.List<org.apache.lucene.util.automaton.Transition>):void	org.apache.lucene.util.automaton.State	0/3	
Move Method	org.apache.lucene.store.TestDirectory::checkDirectoryFilter(org.apache.lucene.store.Directory):void	org.apache.lucene.store.Directory	0/3	
Move Method	org.apache.lucene.util.fst.FSTTester::run(org.apache.lucene.util.fst.FST<T>, org.apache.lucene.util.IntsRef, int[]):T	org.apache.lucene.util.IntsRef	0/3	
Move Method	org.apache.lucene.util.fst.TestFSTs::assertSame(org.apache.lucene.index.TermsEnum, org.apache.lucene.util.fst.BytesRefFSTEnum<?>, boolean):void	org.apache.lucene.index.TermsEnum	0/3	
Move Method	org.apache.lucene.analysis.CollationTestBase::assertMatches(org.apache.lucene.search.IndexSearcher, org.apache.lucene.search.Query, org.apache.lucene.search.Sort, java.lang.String):void	org.apache.lucene.search.IndexSearcher	0/2	
Move Method	org.apache.lucene.analysis.cn.smart.hhmm.SegTokenFilter::filter(org.apache.lucene.analysis.cn.smart.hhmm.SegToken):org.apache.lucene.analysis.cn.smart.hhmm.SegToken	org.apache.lucene.analysis.cn.smart.hhmm.SegToken	0/2	
Move Method	org.apache.lucene.analysis.payloads.DelimitedPayloadTokenFilterTest::assertTermEquals(java.lang.String, org.apache.lucene.analysis.TokenStream, org.apache.lucene.analysis.tokenattributes.CharTermAttribute, org.apache.lucene.analysis.tokenattributes.PayloadAttribute, byte[]):void	org.apache.lucene.analysis.TokenStream	0/2	
Move Method	org.apache.lucene.codecs.lucene41.TestBlockPostingsFormat3::assertTermStats(org.apache.lucene.index.TermsEnum, org.apache.lucene.index.TermsEnum):void	org.apache.lucene.index.TermsEnum	0/2	
Move Method	org.apache.lucene.collation.TestICUCollationKeyFilterFactory::assertCollation(org.apache.lucene.analysis.TokenStream, org.apache.lucene.analysis.TokenStream, int):void	org.apache.lucene.analysis.TokenStream	0/2	
Move Method	org.apache.lucene.facet.taxonomy.writercache.cl2o.CompactLabelToOrdinal::addLabelOffsetToHashArray(org.apache.lucene.facet.taxonomy.writercache.cl2o.CompactLabelToOrdinal.HashArray, int, int, int):boolean	org.apache.lucene.facet.taxonomy.writercache.cl2o.CompactLabelToOrdinal.HashArray	0/2	
Move Method	org.apache.lucene.index.DocTermOrds::lookupTerm(org.apache.lucene.index.TermsEnum, int):org.apache.lucene.util.BytesRef	org.apache.lucene.index.TermsEnum	0/2	
Move Method	org.apache.lucene.index.DocumentsWriterPerThreadPool::deactivateThreadState(org.apache.lucene.index.DocumentsWriterPerThreadPool.ThreadState):void	org.apache.lucene.index.DocumentsWriterPerThreadPool.ThreadState	0/2	
Move Method	org.apache.lucene.index.DocumentsWriterPerThreadPool::reinitThreadState(org.apache.lucene.index.DocumentsWriterPerThreadPool.ThreadState):void	org.apache.lucene.index.DocumentsWriterPerThreadPool.ThreadState	0/2	
Move Method	org.apache.lucene.index.TestAddIndexes::verifyTermDocs(org.apache.lucene.store.Directory, org.apache.lucene.index.Term, int):void	org.apache.lucene.index.Term	0/2	
Move Method	org.apache.lucene.index.TestBackwardsCompatibility::doTestHits(org.apache.lucene.search.ScoreDoc[], int, org.apache.lucene.index.IndexReader):void	org.apache.lucene.index.IndexReader	0/2	
Move Method	org.apache.lucene.index.TestBackwardsCompatibility3x::doTestHits(org.apache.lucene.search.ScoreDoc[], int, org.apache.lucene.index.IndexReader):void	org.apache.lucene.index.IndexReader	0/2	
Move Method	org.apache.lucene.index.TestCodecs.Verify::verifyPositions(org.apache.lucene.index.TestCodecs.PositionData[], org.apache.lucene.index.DocsAndPositionsEnum):void	org.apache.lucene.index.DocsAndPositionsEnum	0/2	
Move Method	org.apache.lucene.index.TestCompoundFile::demo_FSIndexInputBug(org.apache.lucene.store.Directory, java.lang.String):void	org.apache.lucene.store.Directory	0/2	
Move Method	org.apache.lucene.index.TestCrash::crash(org.apache.lucene.index.IndexWriter):void	org.apache.lucene.index.IndexWriter	0/2	
Move Method	org.apache.lucene.index.TestDirectoryReader::assertTermDocsCount(java.lang.String, org.apache.lucene.index.IndexReader, org.apache.lucene.index.Term, int):void	org.apache.lucene.index.Term	0/2	
Move Method	org.apache.lucene.index.TestFieldInfos::assertReadOnly(org.apache.lucene.index.FieldInfos, org.apache.lucene.index.FieldInfos):void	org.apache.lucene.index.FieldInfos	0/2	
Move Method	org.apache.lucene.index.TestFlushByRamOrCountsPolicy::assertActiveBytesAfter(org.apache.lucene.index.DocumentsWriterFlushControl):void	org.apache.lucene.index.DocumentsWriterFlushControl	0/2	
Move Method	org.apache.lucene.index.TestIndexFileDeleter::copyFile(org.apache.lucene.store.Directory, java.lang.String, java.lang.String):void	org.apache.lucene.store.Directory	0/2	
Move Method	org.apache.lucene.index.TestPKIndexSplitter::checkContents(org.apache.lucene.index.IndexReader, java.lang.String):void	org.apache.lucene.index.IndexReader	0/2	
Move Method	org.apache.lucene.index.TestPerSegmentDeletes::toDocsArray(org.apache.lucene.index.Term, org.apache.lucene.util.Bits, org.apache.lucene.index.IndexReader):int[]	org.apache.lucene.index.Term	0/2	
Move Method	org.apache.lucene.index.TestSizeBoundedForceMerge::addDocs(org.apache.lucene.index.IndexWriter, int, boolean):void	org.apache.lucene.index.IndexWriter	0/2	
Move Method	org.apache.lucene.index.ThreadedIndexingAndSearchingTestCase::runQuery(org.apache.lucene.search.IndexSearcher, org.apache.lucene.search.Query):int	org.apache.lucene.search.IndexSearcher	0/2	
Move Method	org.apache.lucene.search.IndexSearcher::search(java.util.List<org.apache.lucene.index.AtomicReaderContext>, org.apache.lucene.search.Weight, org.apache.lucene.search.Collector):void	org.apache.lucene.search.Collector	0/2	
Move Method	org.apache.lucene.search.IndexSearcher::termStatistics(org.apache.lucene.index.Term, org.apache.lucene.index.TermContext):org.apache.lucene.search.TermStatistics	org.apache.lucene.index.TermContext	0/2	
Move Method	org.apache.lucene.search.MultiThreadTermVectorsReader::verifyVector(org.apache.lucene.index.TermsEnum, int):void	org.apache.lucene.index.TermsEnum	0/2	
Move Method	org.apache.lucene.search.SloppyPhraseScorer::lesser(org.apache.lucene.search.PhrasePositions, org.apache.lucene.search.PhrasePositions):org.apache.lucene.search.PhrasePositions	org.apache.lucene.search.PhrasePositions	0/2	
Move Method	org.apache.lucene.search.SloppyPhraseScorer::tpPos(org.apache.lucene.search.PhrasePositions):int	org.apache.lucene.search.PhrasePositions	0/2	
Move Method	org.apache.lucene.search.TestBooleanMinShouldMatch::assertSubsetOfSameScores(org.apache.lucene.search.Query, org.apache.lucene.search.TopDocs, org.apache.lucene.search.TopDocs):void	org.apache.lucene.search.TopDocs	0/2	
Move Method	org.apache.lucene.search.grouping.GroupFacetCollectorTest::createExpectedFacetResult(java.lang.String, org.apache.lucene.search.grouping.GroupFacetCollectorTest.IndexContext, int, int, int, boolean, java.lang.String):org.apache.lucene.search.grouping.GroupFacetCollectorTest.GroupedFacetResult	org.apache.lucene.search.grouping.GroupFacetCollectorTest.IndexContext	0/2	
Move Method	org.apache.lucene.search.grouping.TestGrouping::createSecondPassCollector(org.apache.lucene.search.grouping.AbstractFirstPassGroupingCollector, java.lang.String, org.apache.lucene.search.Sort, org.apache.lucene.search.Sort, int, int, boolean, boolean, boolean):org.apache.lucene.search.grouping.AbstractSecondPassGroupingCollector<T>	org.apache.lucene.search.grouping.AbstractFirstPassGroupingCollector	0/2	
Move Method	org.apache.lucene.search.join.TestBlockJoin::compareChildHits(org.apache.lucene.index.IndexReader, org.apache.lucene.index.IndexReader, org.apache.lucene.search.TopDocs, org.apache.lucene.search.TopDocs):void	org.apache.lucene.search.TopDocs	0/2	
Move Method	org.apache.lucene.search.similarities.BM25Similarity::avgFieldLength(org.apache.lucene.search.CollectionStatistics):float	org.apache.lucene.search.CollectionStatistics	0/2	
Move Method	org.apache.lucene.search.similarities.TestSimilarityBase::toTermStats(org.apache.lucene.search.similarities.BasicStats):org.apache.lucene.search.TermStatistics	org.apache.lucene.search.similarities.BasicStats	0/2	
Move Method	org.apache.lucene.spatial.SpatialExample::assertDocMatchedIds(org.apache.lucene.search.IndexSearcher, org.apache.lucene.search.TopDocs, int[]):void	org.apache.lucene.search.TopDocs	0/2	
Move Method	org.apache.lucene.util.TestFixedBitSet::doGet(java.util.BitSet, org.apache.lucene.util.FixedBitSet):void	org.apache.lucene.util.FixedBitSet	0/2	
Move Method	org.apache.lucene.util.TestFixedBitSet::doNextSetBit(java.util.BitSet, org.apache.lucene.util.FixedBitSet):void	org.apache.lucene.util.FixedBitSet	0/2	
Move Method	org.apache.lucene.util.TestFixedBitSet::doPrevSetBit(java.util.BitSet, org.apache.lucene.util.FixedBitSet):void	org.apache.lucene.util.FixedBitSet	0/2	
Move Method	org.apache.lucene.util.TestFixedBitSet::doIterate1(java.util.BitSet, org.apache.lucene.util.FixedBitSet):void	org.apache.lucene.util.FixedBitSet	0/2	
Move Method	org.apache.lucene.util.TestOpenBitSet::doGet(java.util.BitSet, org.apache.lucene.util.OpenBitSet):void	org.apache.lucene.util.OpenBitSet	0/2	
Move Method	org.apache.lucene.util.TestOpenBitSet::doGetFast(java.util.BitSet, org.apache.lucene.util.OpenBitSet, int):void	org.apache.lucene.util.OpenBitSet	0/2	
Move Method	org.apache.lucene.analysis.BaseTokenStreamTestCase::toDot(org.apache.lucene.analysis.Analyzer, java.lang.String):java.lang.String	org.apache.lucene.analysis.Analyzer	0/1	
Move Method	org.apache.lucene.analysis.BaseTokenStreamTestCase::toDotFile(org.apache.lucene.analysis.Analyzer, java.lang.String, java.lang.String):void	org.apache.lucene.analysis.Analyzer	0/1	
Move Method	org.apache.lucene.analysis.CollationTestBase::assertThreadSafe(org.apache.lucene.analysis.Analyzer):void	org.apache.lucene.analysis.Analyzer	0/1	
Move Method	org.apache.lucene.analysis.miscellaneous.TestASCIIFoldingFilter::assertTermEquals(java.lang.String, org.apache.lucene.analysis.TokenStream, org.apache.lucene.analysis.tokenattributes.CharTermAttribute):void	org.apache.lucene.analysis.TokenStream	0/1	
Move Method	org.apache.lucene.analysis.synonym.SlowSynonymFilter::copy(org.apache.lucene.util.AttributeSource, org.apache.lucene.util.AttributeSource):void	org.apache.lucene.util.AttributeSource	0/1	
Move Method	org.apache.lucene.benchmark.byTask.TestPerfTasksLogic::assertEqualCollation(org.apache.lucene.analysis.Analyzer, org.apache.lucene.analysis.Analyzer, java.lang.String):void	org.apache.lucene.analysis.Analyzer	0/1	
Move Method	org.apache.lucene.benchmark.byTask.utils.Algorithm::initTasksPackages(org.apache.lucene.benchmark.byTask.utils.Config):java.lang.String[]	org.apache.lucene.benchmark.byTask.utils.Config	0/1	
Move Method	org.apache.lucene.codecs.bloom.BloomFilterFactory::downsize(org.apache.lucene.index.FieldInfo, org.apache.lucene.codecs.bloom.FuzzySet):org.apache.lucene.codecs.bloom.FuzzySet	org.apache.lucene.codecs.bloom.FuzzySet	0/1	
Move Method	org.apache.lucene.codecs.lucene41.TestBlockPostingsFormat3::assertTermsSeeking(org.apache.lucene.index.Terms, org.apache.lucene.index.Terms):void	org.apache.lucene.index.Terms	0/1	
Move Method	org.apache.lucene.demo.facet.MultiCategoryListsFacetsExample::add(org.apache.lucene.index.IndexWriter, org.apache.lucene.facet.index.FacetFields, java.lang.String[]):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.demo.facet.MultiCategoryListsFacetsExample::add(org.apache.lucene.index.IndexWriter, org.apache.lucene.facet.index.FacetFields, java.lang.String[]):void	org.apache.lucene.facet.index.FacetFields	0/1	
Move Method	org.apache.lucene.demo.facet.SimpleFacetsExample::add(org.apache.lucene.index.IndexWriter, org.apache.lucene.facet.index.FacetFields, java.lang.String[]):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.demo.facet.SimpleFacetsExample::add(org.apache.lucene.index.IndexWriter, org.apache.lucene.facet.index.FacetFields, java.lang.String[]):void	org.apache.lucene.facet.index.FacetFields	0/1	
Move Method	org.apache.lucene.document.TestDocument::doAssert(org.apache.lucene.document.Document, boolean):void	org.apache.lucene.document.Document	0/1	
Move Method	org.apache.lucene.document.TestField::trySetByteValue(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.document.TestField::trySetBytesValue(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.document.TestField::trySetBytesRefValue(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.document.TestField::trySetDoubleValue(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.document.TestField::trySetIntValue(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.document.TestField::trySetLongValue(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.document.TestField::trySetFloatValue(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.document.TestField::trySetReaderValue(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.document.TestField::trySetShortValue(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.document.TestField::trySetStringValue(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.document.TestField::trySetTokenStreamValue(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.document.TestField::trySetBoost(org.apache.lucene.document.Field):void	org.apache.lucene.document.Field	0/1	
Move Method	org.apache.lucene.facet.FacetTestBase::indexDoc(org.apache.lucene.facet.params.FacetIndexingParams, org.apache.lucene.index.RandomIndexWriter, org.apache.lucene.facet.taxonomy.TaxonomyWriter, java.lang.String, java.util.List<org.apache.lucene.facet.taxonomy.CategoryPath>):void	org.apache.lucene.index.RandomIndexWriter	0/1	
Move Method	org.apache.lucene.facet.partitions.PartitionsFacetResultsHandler::isSelfPartition(int, org.apache.lucene.facet.search.FacetArrays, int):boolean	org.apache.lucene.facet.search.FacetArrays	0/1	
Move Method	org.apache.lucene.index.BasePostingsFormatTestCase::testFields(org.apache.lucene.index.Fields):void	org.apache.lucene.index.Fields	0/1	
Move Method	org.apache.lucene.index.TestAddIndexes::newWriter(org.apache.lucene.store.Directory, org.apache.lucene.index.IndexWriterConfig):org.apache.lucene.index.IndexWriter	org.apache.lucene.index.IndexWriterConfig	0/1	
Move Method	org.apache.lucene.index.TestAddIndexes::addDocs(org.apache.lucene.index.IndexWriter, int):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestAddIndexes::addDocs2(org.apache.lucene.index.IndexWriter, int):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestAddIndexes::addDoc(org.apache.lucene.index.IndexWriter):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestAddIndexes::addDocsWithID(org.apache.lucene.index.IndexWriter, int, int):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestBackwardsCompatibility::addDoc(org.apache.lucene.index.IndexWriter, int):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestBackwardsCompatibility::addNoProxDoc(org.apache.lucene.index.IndexWriter):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestBackwardsCompatibility3x::addDoc(org.apache.lucene.index.IndexWriter, int):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestBackwardsCompatibility3x::addNoProxDoc(org.apache.lucene.index.IndexWriter):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestCodecs::search(org.apache.lucene.index.IndexWriter, org.apache.lucene.search.Query, int):org.apache.lucene.search.ScoreDoc[]	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestCompoundFile::createRandomFile(org.apache.lucene.store.Directory, java.lang.String, int):void	org.apache.lucene.store.Directory	0/1	
Move Method	org.apache.lucene.index.TestCompoundFile::createSequenceFile(org.apache.lucene.store.Directory, java.lang.String, byte, int):void	org.apache.lucene.store.Directory	0/1	
Move Method	org.apache.lucene.index.TestDeletionPolicy::addDocWithID(org.apache.lucene.index.IndexWriter, int):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestDeletionPolicy::addDoc(org.apache.lucene.index.IndexWriter):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestDocCount::verifyCount(org.apache.lucene.index.IndexReader):void	org.apache.lucene.index.IndexReader	0/1	
Move Method	org.apache.lucene.index.TestDocumentsWriterDeleteQueue::assertAllBetween(int, int, org.apache.lucene.index.BufferedDeletes, java.lang.Integer[]):void	org.apache.lucene.index.BufferedDeletes	0/1	
Move Method	org.apache.lucene.index.TestIndexFileDeleter::addDoc(org.apache.lucene.index.IndexWriter, int):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestIndexWriterDelete::updateDoc(org.apache.lucene.index.IndexWriter, int, int):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestIndexWriterDelete::addDoc(org.apache.lucene.index.IndexWriter, int, int):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestIndexWriterExceptions::addDoc(org.apache.lucene.index.IndexWriter):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestIndexWriterMergePolicy::addDoc(org.apache.lucene.index.IndexWriter):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestIndexWriterOnDiskFull::addDoc(org.apache.lucene.index.IndexWriter):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestIndexWriterOnDiskFull::addDocWithIndex(org.apache.lucene.index.IndexWriter, int):void	org.apache.lucene.index.IndexWriter	0/1	
Move Method	org.apache.lucene.index.TestOmitNorms::assertNoNrm(org.apache.lucene.store.Directory):void	org.apache.lucene.store.Directory	0/1	
Move Method	org.apache.lucene.index.TestOmitPositions::assertNoPrx(org.apache.lucene.store.Directory):void	org.apache.lucene.store.Directory	0/1	
Move Method	org.apache.lucene.index.TestOmitTf::assertNoPrx(org.apache.lucene.store.Directory):void	org.apache.lucene.store.Directory	0/1	
