Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.apache.derby.impl.sql.compile.BinaryLogicalOperatorNode::resolveLogicalBinaryOperator(org.apache.derby.iapi.types.DataTypeDescriptor, org.apache.derby.iapi.types.DataTypeDescriptor):org.apache.derby.iapi.types.DataTypeDescriptor	org.apache.derby.iapi.types.DataTypeDescriptor	0/3	
Move Method	org.apache.derby.impl.sql.compile.ColumnDefinitionNode::defaultTypeIsValid(org.apache.derby.iapi.types.TypeId, org.apache.derby.iapi.types.DataTypeDescriptor, org.apache.derby.iapi.types.TypeId, org.apache.derby.impl.sql.compile.ValueNode, java.lang.String):boolean	org.apache.derby.impl.sql.compile.ValueNode	0/3	
Move Method	org.apache.derby.impl.sql.compile.PredicateList::generateIndexableRow(org.apache.derby.impl.sql.compile.ExpressionClassBuilder, int):org.apache.derby.iapi.services.compiler.LocalField	org.apache.derby.impl.sql.compile.ExpressionClassBuilder	0/3	
Move Method	org.apache.derby.impl.sql.compile.TernaryOperatorNode::bindParameter(org.apache.derby.impl.sql.compile.ValueNode, int):boolean	org.apache.derby.impl.sql.compile.ValueNode	0/3	
Move Method	org.apache.derby.impl.store.access.heap.HeapCompressScan::positionAfterThisPage(org.apache.derby.impl.store.access.conglomerate.RowPosition):void	org.apache.derby.impl.store.access.conglomerate.RowPosition	0/3	
Move Method	org.apache.derby.impl.store.access.heap.HeapPostCommit::purgeCommittedDeletes(org.apache.derby.impl.store.access.heap.HeapController, long):void	org.apache.derby.impl.store.access.heap.HeapController	0/3	
Move Method	org.apache.derby.impl.store.raw.data.LoggableActions::doAction(org.apache.derby.iapi.store.raw.xact.RawTransaction, org.apache.derby.impl.store.raw.data.BasePage, org.apache.derby.iapi.store.raw.Loggable):void	org.apache.derby.impl.store.raw.data.BasePage	0/3	
Move Method	org.apache.derby.tools.SignatureChecker::makeReadableSignature(org.apache.derby.tools.SignatureChecker.SQLRoutine):java.lang.String	org.apache.derby.tools.SignatureChecker.SQLRoutine	0/3	
Move Method	org.apache.derbyTesting.unitTests.store.T_b2i::createCongloms(org.apache.derby.iapi.store.access.TransactionController, int, boolean, boolean, int, org.apache.derbyTesting.unitTests.store.T_CreateConglomRet):void	org.apache.derbyTesting.unitTests.store.T_CreateConglomRet	0/3	
Move Method	org.apache.derby.drda.NetworkServerControl::startSeparateProcess(org.apache.derbyTesting.junit.NetworkServerTestSetup):org.apache.derbyTesting.junit.SpawnedProcess	org.apache.derbyTesting.junit.NetworkServerTestSetup	0/2	
Move Method	org.apache.derby.iapi.services.io.LimitInputStream::run2(org.apache.derby.impl.store.raw.data.StreamFileContainer):java.lang.Object	org.apache.derby.impl.store.raw.data.StreamFileContainer	0/2	
Move Method	org.apache.derby.impl.services.cache.ClockPolicy::isEvictable(org.apache.derby.impl.services.cache.CacheEntry, org.apache.derby.impl.services.cache.ClockPolicy.Holder, boolean):boolean	org.apache.derby.impl.services.cache.CacheEntry	0/2	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::duplicateDescriptorException(org.apache.derby.iapi.sql.dictionary.TupleDescriptor, org.apache.derby.iapi.sql.dictionary.TupleDescriptor):org.apache.derby.iapi.error.StandardException	org.apache.derby.iapi.sql.dictionary.TupleDescriptor	0/2	
Move Method	org.apache.derby.impl.sql.catalog.TabInfoImpl::getIndexRowFromHeapRow(org.apache.derby.iapi.sql.dictionary.IndexRowGenerator, org.apache.derby.iapi.types.RowLocation, org.apache.derby.iapi.sql.execute.ExecRow):org.apache.derby.iapi.sql.execute.ExecIndexRow	org.apache.derby.iapi.sql.dictionary.IndexRowGenerator	0/2	
Move Method	org.apache.derby.impl.sql.compile.BaseTypeCompiler::userTypeStorable(org.apache.derby.iapi.types.TypeId, org.apache.derby.iapi.types.TypeId, org.apache.derby.iapi.services.loader.ClassFactory):boolean	org.apache.derby.iapi.types.TypeId	0/2	
Move Method	org.apache.derby.impl.sql.compile.CreateViewNode::bindViewDefinition(org.apache.derby.iapi.sql.dictionary.DataDictionary, org.apache.derby.iapi.sql.compile.CompilerContext, org.apache.derby.iapi.sql.conn.LanguageConnectionContext, org.apache.derby.iapi.sql.compile.NodeFactory, org.apache.derby.impl.sql.compile.ResultSetNode, org.apache.derby.iapi.services.context.ContextManager):org.apache.derby.iapi.sql.depend.ProviderInfo[]	org.apache.derby.iapi.sql.compile.NodeFactory	0/2	
Move Method	org.apache.derby.impl.sql.compile.ModifyColumnNode::getLocalColumnDescriptor(java.lang.String, org.apache.derby.iapi.sql.dictionary.TableDescriptor):org.apache.derby.iapi.sql.dictionary.ColumnDescriptor	org.apache.derby.iapi.sql.dictionary.TableDescriptor	0/2	
Move Method	org.apache.derby.impl.sql.compile.PredicateList::generateSingleQualifierCode(org.apache.derby.iapi.services.compiler.MethodBuilder, org.apache.derby.iapi.sql.compile.Optimizable, boolean, org.apache.derby.impl.sql.compile.ExpressionClassBuilder, org.apache.derby.impl.sql.compile.RelationalOperator, org.apache.derby.iapi.services.compiler.LocalField, int, int):void	org.apache.derby.impl.sql.compile.ExpressionClassBuilder	0/2	
Move Method	org.apache.derby.impl.sql.compile.RenameNode::descriptorExistsException(org.apache.derby.iapi.sql.dictionary.TupleDescriptor, org.apache.derby.iapi.sql.dictionary.TupleDescriptor):org.apache.derby.iapi.error.StandardException	org.apache.derby.iapi.sql.dictionary.TupleDescriptor	0/2	
Move Method	org.apache.derby.impl.sql.compile.ResultColumnList::genCreateRow(org.apache.derby.impl.sql.compile.ExpressionClassBuilder, org.apache.derby.iapi.services.compiler.LocalField, java.lang.String, java.lang.String, int):void	org.apache.derby.impl.sql.compile.ExpressionClassBuilder	0/2	
Move Method	org.apache.derby.impl.sql.compile.RowCountNode::generateExprFun(org.apache.derby.impl.sql.compile.ExpressionClassBuilder, org.apache.derby.iapi.services.compiler.MethodBuilder, org.apache.derby.impl.sql.compile.ValueNode):void	org.apache.derby.impl.sql.compile.ExpressionClassBuilder	0/2	
Move Method	org.apache.derby.impl.sql.execute.DDLConstantAction::addColumnDependencies(org.apache.derby.iapi.sql.conn.LanguageConnectionContext, org.apache.derby.iapi.sql.dictionary.DataDictionary, org.apache.derby.iapi.sql.dictionary.TableDescriptor, org.apache.derby.impl.sql.execute.ColumnInfo):void	org.apache.derby.impl.sql.execute.ColumnInfo	0/2	
Move Method	org.apache.derby.impl.sql.execute.GenericConstantActionFactory::getCreateSequenceConstantAction(org.apache.derby.impl.sql.compile.TableName, org.apache.derby.iapi.types.DataTypeDescriptor, long, long, long, long, boolean):org.apache.derby.iapi.sql.execute.ConstantAction	org.apache.derby.impl.sql.compile.TableName	0/2	
Move Method	org.apache.derby.impl.sql.execute.PrivilegeInfo::checkOwnership(java.lang.String, org.apache.derby.iapi.sql.dictionary.TupleDescriptor, org.apache.derby.iapi.sql.dictionary.SchemaDescriptor, org.apache.derby.iapi.sql.dictionary.DataDictionary):void	org.apache.derby.iapi.sql.dictionary.SchemaDescriptor	0/2	
Move Method	org.apache.derby.impl.store.access.btree.BTreePostCommit::getShrinkKey(org.apache.derby.impl.store.access.btree.OpenBTree, org.apache.derby.impl.store.access.btree.ControlRow, int):org.apache.derby.iapi.types.DataValueDescriptor[]	org.apache.derby.impl.store.access.btree.OpenBTree	0/2	
Move Method	org.apache.derby.impl.store.access.btree.ControlRow::getRowTemplate(org.apache.derby.impl.store.access.btree.OpenBTree):org.apache.derby.iapi.types.DataValueDescriptor[]	org.apache.derby.impl.store.access.btree.OpenBTree	0/2	
Move Method	org.apache.derby.impl.store.raw.data.BaseContainer::letGo(org.apache.derby.impl.store.raw.data.BaseContainerHandle):void	org.apache.derby.impl.store.raw.data.BaseContainerHandle	0/2	
Move Method	org.apache.derby.impl.store.replication.net.ReplicationMessageTransmit::verifyMessageType(org.apache.derby.impl.store.replication.net.ReplicationMessage, int):boolean	org.apache.derby.impl.store.replication.net.ReplicationMessage	0/2	
Move Method	org.apache.derby.client.am.CrossConverters::getDateFromTimestamp(java.sql.Timestamp):java.sql.Date	java.sql.Timestamp	0/1	
Move Method	org.apache.derby.client.am.CrossConverters::getTimeFromTimestamp(java.sql.Timestamp):java.sql.Time	java.sql.Timestamp	0/1	
Move Method	org.apache.derby.client.am.LogWriter::getProperties(org.apache.derby.jdbc.ClientBaseDataSource):java.util.Properties	org.apache.derby.jdbc.ClientBaseDataSource	0/1	
Move Method	org.apache.derby.client.net.NetXAResource::getSqlExceptionXAErrorCode(org.apache.derby.client.am.SqlException):int	org.apache.derby.client.am.SqlException	0/1	
Move Method	org.apache.derby.drda.NetServlet::getHtmlLabelledMessageInstance(org.apache.derby.iapi.tools.i18n.LocalizedResource, java.lang.String, java.lang.String):java.lang.String	org.apache.derby.iapi.tools.i18n.LocalizedResource	0/1	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::justTheRequiredColumns(int[], org.apache.derby.iapi.sql.dictionary.TableDescriptor):int[]	org.apache.derby.iapi.sql.dictionary.TableDescriptor	0/1	
Move Method	org.apache.derby.impl.sql.compile.DMLModStatementNode::hasGenerationClauses(org.apache.derby.iapi.sql.dictionary.TableDescriptor):boolean	org.apache.derby.iapi.sql.dictionary.TableDescriptor	0/1	
Move Method	org.apache.derby.impl.sql.compile.DMLModStatementNode::generateCheckConstraints(org.apache.derby.impl.sql.compile.ValueNode, org.apache.derby.impl.sql.compile.ExpressionClassBuilder):org.apache.derby.iapi.services.compiler.MethodBuilder	org.apache.derby.impl.sql.compile.ValueNode	0/1	
Move Method	org.apache.derby.impl.sql.compile.DMLModStatementNode::generateCheckConstraints(org.apache.derby.impl.sql.compile.ValueNode, org.apache.derby.impl.sql.compile.ExpressionClassBuilder):org.apache.derby.iapi.services.compiler.MethodBuilder	org.apache.derby.impl.sql.compile.ExpressionClassBuilder	0/1	
Move Method	org.apache.derby.impl.sql.compile.DMLModStatementNode::generateGenerationClauses(org.apache.derby.impl.sql.compile.ResultColumnList, int, boolean, org.apache.derby.impl.sql.compile.ExpressionClassBuilder):org.apache.derby.iapi.services.compiler.MethodBuilder	org.apache.derby.impl.sql.compile.ExpressionClassBuilder	0/1	
Move Method	org.apache.derby.impl.sql.compile.DMLModStatementNode::remapReferencedColumns(org.apache.derby.iapi.sql.dictionary.ConstraintDescriptor, int[]):int[]	org.apache.derby.iapi.sql.dictionary.ConstraintDescriptor	0/1	
Move Method	org.apache.derby.impl.sql.compile.DMLModStatementNode::getRowMap(org.apache.derby.iapi.services.io.FormatableBitSet, org.apache.derby.iapi.sql.dictionary.TableDescriptor):int[]	org.apache.derby.iapi.sql.dictionary.TableDescriptor	0/1	
Move Method	org.apache.derby.impl.sql.compile.ExpressionClassBuilder::addColumnToOrdering(org.apache.derby.iapi.services.io.FormatableArrayHolder, int):org.apache.derby.iapi.services.io.FormatableArrayHolder	org.apache.derby.iapi.services.io.FormatableArrayHolder	0/1	
Move Method	org.apache.derby.impl.sql.compile.HalfOuterJoinNode::isNullRejecting(org.apache.derby.impl.sql.compile.ValueNode, org.apache.derby.iapi.util.JBitSet, org.apache.derby.iapi.util.JBitSet):boolean	org.apache.derby.iapi.util.JBitSet	0/1	
Move Method	org.apache.derby.impl.sql.compile.JavaValueNode::mapToTypeID(org.apache.derby.iapi.types.JSQLType):org.apache.derby.iapi.types.TypeId	org.apache.derby.iapi.types.JSQLType	0/1	
Move Method	org.apache.derby.impl.sql.compile.PredicateList::finishKey(org.apache.derby.impl.sql.compile.ExpressionClassBuilder, org.apache.derby.iapi.services.compiler.MethodBuilder, org.apache.derby.iapi.services.compiler.MethodBuilder, org.apache.derby.iapi.services.compiler.LocalField):void	org.apache.derby.impl.sql.compile.ExpressionClassBuilder	0/1	
Move Method	org.apache.derby.impl.sql.compile.SelectNode::isOrderedResult(org.apache.derby.impl.sql.compile.ResultColumnList, org.apache.derby.impl.sql.compile.ResultSetNode, boolean):boolean	org.apache.derby.impl.sql.compile.ResultSetNode	0/1	
Move Method	org.apache.derby.impl.sql.compile.StaticMethodCallNode::permitsSQL(org.apache.derby.catalog.types.RoutineAliasInfo):boolean	org.apache.derby.catalog.types.RoutineAliasInfo	0/1	
Move Method	org.apache.derby.impl.sql.depend.BasicDependencyManager::getLanguageConnectionContext(org.apache.derby.iapi.services.context.ContextManager):org.apache.derby.iapi.sql.conn.LanguageConnectionContext	org.apache.derby.iapi.services.context.ContextManager	0/1	
Move Method	org.apache.derby.impl.sql.execute.DDLSingleTableConstantAction::loadIndexProperties(org.apache.derby.iapi.sql.conn.LanguageConnectionContext, org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor, java.util.Properties):void	org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor	0/1	
Move Method	org.apache.derby.impl.sql.execute.InsertResultSet::verifyAutoGenColumn(org.apache.derby.iapi.sql.dictionary.ColumnDescriptor):boolean	org.apache.derby.iapi.sql.dictionary.ColumnDescriptor	0/1	
Move Method	org.apache.derby.impl.sql.execute.SetConstraintsConstantAction::getRowLocation(org.apache.derby.iapi.sql.dictionary.DataDictionary, org.apache.derby.iapi.sql.dictionary.TableDescriptor, org.apache.derby.iapi.store.access.TransactionController):org.apache.derby.iapi.types.RowLocation	org.apache.derby.iapi.sql.dictionary.TableDescriptor	0/1	
Move Method	org.apache.derbyDemo.scores.data.Data::finishTest(org.apache.derbyDemo.scores.data.Database, org.apache.derbyDemo.scores.data.Data.TestTaking):void	org.apache.derbyDemo.scores.data.Database	0/1	
Move Method	org.apache.derbyDemo.scores.data.Data::reportWhoNeedsImprovement(org.apache.derbyDemo.scores.data.Database, org.apache.derbyDemo.scores.data.Data.School, java.lang.String):void	org.apache.derbyDemo.scores.data.Database	0/1	
Move Method	org.apache.derbyTesting.unitTests.services.T_User::checkValue(org.apache.derbyTesting.unitTests.services.T_L1, long):void	org.apache.derbyTesting.unitTests.services.T_L1	0/1	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::bootstrapOneIndex(org.apache.derby.iapi.sql.dictionary.SchemaDescriptor, org.apache.derby.iapi.store.access.TransactionController, org.apache.derby.iapi.sql.dictionary.DataDescriptorGenerator, org.apache.derby.impl.sql.catalog.TabInfoImpl, int, long):org.apache.derby.iapi.sql.dictionary.ConglomerateDescriptor	org.apache.derby.impl.sql.catalog.TabInfoImpl	1/6	
Move Method	org.apache.derby.impl.sql.compile.DMLModStatementNode::fkSetupArrays(org.apache.derby.iapi.sql.dictionary.DataDictionary, org.apache.derby.iapi.sql.dictionary.ForeignKeyConstraintDescriptor, int, org.apache.derby.catalog.UUID[], long[], java.lang.String[], boolean[], int[]):void	org.apache.derby.iapi.sql.dictionary.ForeignKeyConstraintDescriptor	1/6	
Move Method	org.apache.derby.impl.store.access.btree.BTreeScan::savePositionAndReleasePage(org.apache.derby.iapi.types.DataValueDescriptor[], int[]):void	org.apache.derby.impl.store.access.btree.BTreeRowPosition	1/6	
Move Method	org.apache.derby.impl.store.raw.data.D_StoredPage::checkSlotTable(java.io.PrintStream):boolean	org.apache.derby.impl.store.raw.data.StoredPage	1/6	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::buildDataTruncationSqlerrmc(java.sql.DataTruncation):java.lang.String	java.sql.DataTruncation	1/5	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::writeENDUOWRM(int):void	org.apache.derby.impl.drda.DDMWriter	1/5	
Move Method	org.apache.derby.impl.drda.NetworkServerControlImpl::localizeMessage(java.lang.String, org.apache.derby.iapi.tools.i18n.LocalizedResource, java.lang.String[]):java.lang.String	org.apache.derby.iapi.tools.i18n.LocalizedResource	1/5	
Move Method	org.apache.derby.impl.services.cache.Clock::release(org.apache.derby.impl.services.cache.CachedItem):void	org.apache.derby.impl.services.cache.CachedItem	1/5	
Move Method	org.apache.derby.impl.sql.compile.BaseTypeCompiler::numberConvertible(org.apache.derby.iapi.types.TypeId, boolean):boolean	org.apache.derby.iapi.types.TypeId	1/5	
Move Method	org.apache.derby.impl.sql.compile.ResultSetNode::bindResultColumns(org.apache.derby.iapi.sql.dictionary.TableDescriptor, org.apache.derby.impl.sql.compile.FromVTI, org.apache.derby.impl.sql.compile.ResultColumnList, org.apache.derby.impl.sql.compile.DMLStatementNode, org.apache.derby.impl.sql.compile.FromList):void	org.apache.derby.impl.sql.compile.ResultColumnList	1/5	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::skipRemainder(boolean):void	org.apache.derby.impl.drda.DDMReader	1/4	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::writeENDQRYRM(int):void	org.apache.derby.impl.drda.DDMWriter	1/4	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::writeSQLERRRM(int):void	org.apache.derby.impl.drda.DDMWriter	1/4	
Move Method	org.apache.derby.impl.drda.DRDAConnThread::writeCMDCHKRM(int):void	org.apache.derby.impl.drda.DDMWriter	1/4	
Move Method	org.apache.derby.impl.drda.DRDAXAProtocol::writeXID(javax.transaction.xa.Xid):void	org.apache.derby.impl.drda.DDMWriter	1/4	
Move Method	org.apache.derby.impl.sql.catalog.DD_Version::dropSystemCatalogDescription(org.apache.derby.iapi.store.access.TransactionController, org.apache.derby.iapi.sql.dictionary.TableDescriptor):void	org.apache.derby.impl.sql.catalog.DataDictionaryImpl	1/4	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::visitRoleGrants(org.apache.derby.impl.sql.catalog.TabInfoImpl, org.apache.derby.impl.sql.catalog.SYSROLESRowFactory, int, java.lang.String, org.apache.derby.iapi.store.access.TransactionController, int):boolean	org.apache.derby.impl.sql.catalog.TabInfoImpl	1/4	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::initSystemIndexVariables(org.apache.derby.iapi.sql.dictionary.DataDescriptorGenerator, org.apache.derby.impl.sql.catalog.TabInfoImpl, int):void	org.apache.derby.impl.sql.catalog.TabInfoImpl	1/4	
Move Method	org.apache.derby.impl.store.access.conglomerate.OpenConglomerate::latchPageAndRepositionScan(org.apache.derby.impl.store.access.conglomerate.RowPosition):boolean	org.apache.derby.impl.store.access.conglomerate.RowPosition	1/4	
Move Method	org.apache.derby.client.am.Lob::checkForClosedConnection():void	org.apache.derby.client.am.Agent	1/3	
Move Method	org.apache.derby.impl.drda.NetworkServerControlImpl::sendMessage(org.apache.derby.impl.drda.DDMWriter, int, java.lang.String):void	org.apache.derby.impl.drda.DDMWriter	1/3	
Move Method	org.apache.derby.impl.jdbc.UTF8Reader::calculateBufferSize(org.apache.derby.iapi.jdbc.CharacterStreamDescriptor):int	org.apache.derby.iapi.jdbc.CharacterStreamDescriptor	1/3	
Move Method	org.apache.derby.impl.services.cache.ConcurrentCache::settingIdentityComplete(java.lang.Object, org.apache.derby.impl.services.cache.CacheEntry, org.apache.derby.iapi.services.cache.Cacheable):void	org.apache.derby.impl.services.cache.CacheEntry	1/3	
Move Method	org.apache.derby.impl.services.cache.ConcurrentCache::cleanEntry(org.apache.derby.impl.services.cache.CacheEntry):void	org.apache.derby.impl.services.cache.CacheEntry	1/3	
Move Method	org.apache.derby.impl.sql.catalog.DataDictionaryImpl::isSchemaReferenced(org.apache.derby.iapi.store.access.TransactionController, org.apache.derby.impl.sql.catalog.TabInfoImpl, int, int, org.apache.derby.iapi.types.DataValueDescriptor):boolean	org.apache.derby.impl.sql.catalog.TabInfoImpl	1/3	
Move Method	org.apache.derby.impl.sql.compile.ColumnReference::getTablesReferenced(org.apache.derby.iapi.util.JBitSet):void	org.apache.derby.iapi.util.JBitSet	1/3	
Move Method	org.apache.derby.impl.sql.compile.DMLModStatementNode::generateCodeForTemporaryTable(org.apache.derby.impl.sql.compile.ActivationClassBuilder, org.apache.derby.iapi.services.compiler.MethodBuilder):void	org.apache.derby.iapi.sql.dictionary.TableDescriptor	1/3	
Move Method	org.apache.derby.impl.sql.compile.FromBaseTable::qualifiesForStatisticsUpdateCheck(org.apache.derby.iapi.sql.dictionary.TableDescriptor):boolean	org.apache.derby.iapi.sql.dictionary.TableDescriptor	1/3	
Move Method	org.apache.derby.impl.sql.compile.InListOperatorNode::generateListAsArray(org.apache.derby.impl.sql.compile.ExpressionClassBuilder, org.apache.derby.iapi.services.compiler.MethodBuilder):org.apache.derby.iapi.services.compiler.LocalField	org.apache.derby.impl.sql.compile.ExpressionClassBuilder	1/3	
Move Method	org.apache.derby.impl.sql.compile.UnaryComparisonOperatorNode::generateQualMethod(org.apache.derby.impl.sql.compile.ExpressionClassBuilder, org.apache.derby.iapi.services.compiler.MethodBuilder, org.apache.derby.iapi.sql.compile.Optimizable):void	org.apache.derby.impl.sql.compile.ExpressionClassBuilder	1/3	
Move Method	org.apache.derby.impl.sql.execute.AlterTableConstantAction::validateNotNullConstraint(java.lang.String[], boolean[], int, org.apache.derby.iapi.sql.conn.LanguageConnectionContext, java.lang.String):boolean	org.apache.derby.iapi.sql.dictionary.TableDescriptor	1/3	
Move Method	org.apache.derby.impl.sql.execute.SetConstraintsConstantAction::validateFKConstraint(org.apache.derby.iapi.sql.dictionary.ForeignKeyConstraintDescriptor, org.apache.derby.iapi.sql.dictionary.DataDictionary, org.apache.derby.iapi.store.access.TransactionController, org.apache.derby.iapi.services.context.ContextManager):void	org.apache.derby.iapi.sql.dictionary.ForeignKeyConstraintDescriptor	1/3	
Move Method	org.apache.derby.impl.store.access.RAMTransaction::determine_locking_policy(int, int):org.apache.derby.iapi.store.raw.LockingPolicy	org.apache.derby.impl.store.access.RAMAccessManager	1/3	
Move Method	org.apache.derby.impl.store.access.btree.BTreePostCommit::purgeRowLevelCommittedDeletes(org.apache.derby.impl.store.access.btree.OpenBTree):void	org.apache.derby.impl.store.access.btree.OpenBTree	1/3	
Move Method	org.apache.derby.impl.store.access.btree.index.B2IRowLocking3::lockRowOnPage(org.apache.derby.impl.store.access.btree.BTree, org.apache.derby.impl.store.access.btree.LeafControlRow, org.apache.derby.impl.store.access.btree.LeafControlRow, int, org.apache.derby.impl.store.access.btree.BTreeRowPosition, org.apache.derby.iapi.store.raw.FetchDescriptor, org.apache.derby.iapi.types.DataValueDescriptor[], org.apache.derby.iapi.types.RowLocation, int, int):boolean	org.apache.derby.impl.store.access.btree.BTreeRowPosition	1/3	
Move Method	org.apache.derby.impl.store.access.conglomerate.GenericController::getEstimatedRowCount():long	org.apache.derby.impl.store.access.conglomerate.OpenConglomerate	1/3	
Move Method	org.apache.derby.impl.store.access.conglomerate.GenericScanController::positionAtNextPage(org.apache.derby.impl.store.access.conglomerate.RowPosition):void	org.apache.derby.impl.store.access.conglomerate.RowPosition	1/3	
Move Method	org.apache.derby.impl.store.access.conglomerate.OpenConglomerate::latchPage(org.apache.derby.impl.store.access.conglomerate.RowPosition):boolean	org.apache.derby.impl.store.access.conglomerate.RowPosition	1/3	
Move Method	org.apache.derby.impl.store.raw.data.StoredPage::moveSavedDataToPage(org.apache.derby.iapi.services.io.DynamicByteArrayOutputStream, int, int):int	org.apache.derby.iapi.services.io.DynamicByteArrayOutputStream	1/3	
Move Method	org.apache.derby.impl.store.raw.log.LogAccessFile::write(int):void	org.apache.derby.impl.store.raw.log.LogAccessFileBuffer	1/3	
Move Method	org.apache.derby.impl.store.raw.log.LogAccessFile::write(byte[], int, int):void	org.apache.derby.impl.store.raw.log.LogAccessFileBuffer	1/3	
Move Method	org.apache.derby.impl.tools.ij.mtTestSuite::getTimeMillis():long	org.apache.derby.impl.tools.ij.mtTime	1/3	
Move Method	org.apache.derby.impl.tools.planexporter.CreateXMLFile::writeTheXMLFile(java.lang.String, java.lang.String, org.apache.derby.impl.tools.planexporter.TreeNode[], java.lang.String, java.lang.String):void	org.apache.derby.impl.tools.planexporter.AccessDatabase	1/3	
Move Method	org.apache.derbyTesting.functionTests.tests.store.LogChecksumSetup::setupLogCorruption(int, int):void	org.apache.derbyTesting.functionTests.util.corruptio.CorruptibleIo	1/3	
Move Method	org.apache.derbyTesting.functionTests.tests.upgradeTests.Version::getLegs(org.apache.derby.iapi.services.info.ProductVersionHolder):int[]	org.apache.derby.iapi.services.info.ProductVersionHolder	1/3	
Move Method	org.apache.derbyTesting.unitTests.services.T_Cacheable::dummySet(org.apache.derbyTesting.unitTests.services.T_Key):boolean	org.apache.derbyTesting.unitTests.services.T_Key	1/3	
Move Method	org.apache.derby.client.am.DatabaseMetaData::prepareMetaDataQuery(java.lang.String):org.apache.derby.client.am.PreparedStatement	org.apache.derby.client.am.Connection	1/2	
Move Method	org.apache.derby.iapi.services.context.ContextService::setCurrentContextManager(org.apache.derby.iapi.services.context.ContextManager):void	org.apache.derby.iapi.services.context.ContextManager	1/2	
Move Method	org.apache.derby.iapi.services.io.DebugByteTeeOutputStream::checkObject(org.apache.derby.iapi.services.io.Formatable):void	org.apache.derby.iapi.services.io.AccessibleByteArrayOutputStream	1/2	
Move Method	org.apache.derby.iapi.services.io.FormatableProperties::readExternal(org.apache.derby.iapi.services.io.ArrayInputStream):void	org.apache.derby.iapi.services.io.ArrayInputStream	1/2	
