Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	com.ibm.as400.util.html.HTMLVector::readObject(com.ibm.as400.util.html.HTMLTree, java.io.ObjectInputStream):void	com.ibm.as400.util.html.HTMLTree	0/1	
Move Method	com.ibm.as400.vaccess.AS400JDBCDataSourcePane::applyChangesToCurrentDataSource(com.ibm.as400.access.AS400JDBCDataSource):void	com.ibm.as400.access.AS400JDBCDataSource	1/37	
Move Method	com.ibm.as400.vaccess.AS400JDBCDataSourcePane::applyChangesToCurrentDataSource(com.ibm.as400.access.AS400JDBCDataSource):void	com.ibm.as400.vaccess.AS400JDBCDataSourcePaneDataBean	1/37	
Move Method	com.ibm.as400.access.DataQueue::create(com.ibm.as400.access.DataQueueAttributes):void	com.ibm.as400.access.DataQueueAttributes	1/7	
Move Method	com.ibm.as400.vaccess.ResourceListPropertiesTabbedPane::createSelectionComponent(com.ibm.as400.resource.ResourceMetaData):java.awt.Component	com.ibm.as400.resource.ResourceMetaData	1/6	
Move Method	com.ibm.as400.access.IFSFileImplRemote::listAttributes(java.lang.String, int, byte[], boolean, boolean):java.util.Vector	com.ibm.as400.access.IFSFileDescriptorImplRemote	1/4	
Move Method	com.ibm.as400.micro.MEServer::sendException(java.lang.Exception):void	com.ibm.as400.micro.MicroDataOutputStream	1/4	
Move Method	com.ibm.as400.vaccess.VJob::getJob():com.ibm.as400.access.Job	com.ibm.as400.resource.RJob	1/4	
Move Method	com.ibm.as400.access.AS400JDBCConnection::debug(com.ibm.as400.access.DBBaseRequestDS):void	com.ibm.as400.access.DBBaseRequestDS	1/3	
Move Method	com.ibm.as400.access.IFSFileInputStreamImplRemote::getFileSize():long	com.ibm.as400.access.IFSFileDescriptorImplRemote	1/3	
Move Method	com.ibm.as400.access.PSTunnelConnection::runRequest(com.ibm.as400.access.PxReqSV, java.io.OutputStream):void	com.ibm.as400.access.PxReqSV	1/3	
Move Method	com.ibm.as400.micro.JdbcMeService::handleException(java.sql.SQLException):void	com.ibm.as400.micro.MicroDataOutputStream	1/3	
Move Method	com.ibm.as400.micro.JdbcMeService::handleServiceException(java.lang.String):void	com.ibm.as400.micro.MicroDataOutputStream	1/3	
Move Method	com.ibm.as400.vaccess.SQLQueryFieldsPane::getCharacterFieldNames():java.lang.String[]	com.ibm.as400.vaccess.SQLMetaDataTableModel	1/3	
Move Method	com.ibm.as400.vaccess.SQLQueryFieldsPane::getDateFieldNames():java.lang.String[]	com.ibm.as400.vaccess.SQLMetaDataTableModel	1/3	
Move Method	com.ibm.as400.vaccess.SQLQueryFieldsPane::getDateTimeFieldNames():java.lang.String[]	com.ibm.as400.vaccess.SQLMetaDataTableModel	1/3	
Move Method	com.ibm.as400.vaccess.SQLQueryFieldsPane::getFieldNamesOfType(int):java.lang.String[]	com.ibm.as400.vaccess.SQLMetaDataTableModel	1/3	
Move Method	com.ibm.as400.vaccess.SQLQueryFieldsPane::getNumericFieldNames():java.lang.String[]	com.ibm.as400.vaccess.SQLMetaDataTableModel	1/3	
Move Method	com.ibm.as400.vaccess.SQLQueryFieldsPane::getTimeFieldNames():java.lang.String[]	com.ibm.as400.vaccess.SQLMetaDataTableModel	1/3	
Move Method	com.ibm.as400.vaccess.SQLQuerySelectPane::addToClause(java.lang.String):void	com.ibm.as400.vaccess.SQLQueryClause	1/3	
Move Method	com.ibm.as400.access.AS400FileImplNative::parseMsgFeedback(com.ibm.as400.access.BytesWithOffset):com.ibm.as400.access.AS400Message[]	com.ibm.as400.access.BytesWithOffset	1/2	
Move Method	com.ibm.as400.access.AS400JDBCConnectionHandle::fireEventIfErrorFatal(java.sql.SQLException):void	com.ibm.as400.access.AS400JDBCPooledConnection	1/2	
Move Method	com.ibm.as400.access.IFSFileImplRemote::createPathName():byte[]	com.ibm.as400.access.IFSFileDescriptorImplRemote	1/2	
Move Method	com.ibm.as400.access.IFSFileInputStream::rewind():void	com.ibm.as400.access.IFSFileDescriptor	1/2	
Move Method	com.ibm.as400.access.JDDatabaseMetaDataProxy::callMethodRtnRSet(java.lang.String):com.ibm.as400.access.JDResultSetProxy	com.ibm.as400.access.AbstractProxyImpl	1/2	
Move Method	com.ibm.as400.access.JDDatabaseMetaDataProxy::callMethodRtnRSet(java.lang.String, java.lang.Class[], java.lang.Object[]):com.ibm.as400.access.JDResultSetProxy	com.ibm.as400.access.AbstractProxyImpl	1/2	
Move Method	com.ibm.as400.access.PSConnection::processReq(com.ibm.as400.access.PxReqSV):void	com.ibm.as400.access.PxReqSV	1/2	
Move Method	com.ibm.as400.access.PSTunnelConnection::sendTunneling(com.ibm.as400.access.PxRepSV, java.io.OutputStream):void	com.ibm.as400.access.PxRepSV	1/2	
Move Method	com.ibm.as400.access.ProxyServer::setConfiguration(java.lang.String):void	com.ibm.as400.access.PSConfig	1/2	
Move Method	com.ibm.as400.access.SystemPool::resizeFormat(com.ibm.as400.access.Record):boolean	com.ibm.as400.access.RecordFormat	1/2	
Move Method	com.ibm.as400.access.SystemPool::resizeFormat(com.ibm.as400.access.Record):boolean	com.ibm.as400.access.Record	1/2	
Move Method	com.ibm.as400.access.ToolboxSignonHandler::validateInfo(java.lang.String, java.lang.String, java.lang.String, com.ibm.as400.access.AS400):boolean	com.ibm.as400.access.AS400	1/2	
Move Method	com.ibm.as400.micro.ConnectionHandler::commit(java.sql.Connection):void	com.ibm.as400.micro.MicroDataOutputStream	1/2	
Move Method	com.ibm.as400.micro.ConnectionHandler::rollback(java.sql.Connection):void	com.ibm.as400.micro.MicroDataOutputStream	1/2	
Move Method	com.ibm.as400.micro.ResultSetHandler::deleteRow(java.sql.ResultSet):void	com.ibm.as400.micro.MicroDataOutputStream	1/2	
Move Method	com.ibm.as400.micro.ResultSetHandler::beforeFirst(java.sql.ResultSet):void	com.ibm.as400.micro.MicroDataOutputStream	1/2	
Move Method	com.ibm.as400.micro.ResultSetHandler::afterLast(java.sql.ResultSet):void	com.ibm.as400.micro.MicroDataOutputStream	1/2	
Move Method	com.ibm.as400.micro.ResultSetHandler::isAfterLast(java.sql.ResultSet):void	com.ibm.as400.micro.MicroDataOutputStream	1/2	
Move Method	com.ibm.as400.micro.ResultSetHandler::isBeforeFirst(java.sql.ResultSet):void	com.ibm.as400.micro.MicroDataOutputStream	1/2	
Move Method	com.ibm.as400.micro.ResultSetHandler::isFirst(java.sql.ResultSet):void	com.ibm.as400.micro.MicroDataOutputStream	1/2	
Move Method	com.ibm.as400.micro.ResultSetHandler::isLast(java.sql.ResultSet):void	com.ibm.as400.micro.MicroDataOutputStream	1/2	
Move Method	com.ibm.as400.util.commtrace.Format::addBanner():java.lang.String	com.ibm.as400.util.commtrace.Prolog	1/2	
Move Method	com.ibm.as400.vaccess.SQLQueryFieldsPane::getFieldNames():java.lang.String[]	com.ibm.as400.vaccess.SQLMetaDataTableModel	1/2	
Move Method	com.ibm.as400.vaccess.AS400JDBCDataSourcePane::setDataSourcePreLoadData(com.ibm.as400.access.AS400JDBCDataSource):void	com.ibm.as400.vaccess.AS400JDBCDataSourcePaneDataBean	2/37	
Move Method	com.ibm.as400.vaccess.ResourcePropertiesTabbedPane::createAttributeComponent(com.ibm.as400.resource.ResourceMetaData):java.awt.Component	com.ibm.as400.resource.ResourceMetaData	2/6	
Move Method	com.ibm.as400.access.IFSFileImplRemote::getAmountOfSpace(boolean, boolean):long	com.ibm.as400.access.IFSFileDescriptorImplRemote	2/5	
Move Method	com.ibm.as400.vaccess.ResourceListDetailsPane::refreshColumns():void	com.ibm.as400.vaccess.ResourceListDetailsModel	2/4	
Move Method	com.ibm.as400.access.JDLibraryList::addOnServer(com.ibm.as400.access.AS400JDBCConnection, int):void	com.ibm.as400.access.AS400JDBCConnection	2/3	
Move Method	com.ibm.as400.access.PSLoadBalancer::accept(int):java.lang.String	com.ibm.as400.access.PSLoad	2/3	
Move Method	com.ibm.as400.access.Permission::removeRow2(com.ibm.as400.vaccess.PermissionTableModelQSYS, int):void	com.ibm.as400.vaccess.PermissionTableModelQSYS	2/3	
Move Method	com.ibm.as400.access.PrintObject::getIDCodePoint():com.ibm.as400.access.NPCPID	com.ibm.as400.access.NPCPAttributeValue	2/3	
Move Method	com.ibm.as400.access.PxClientConnectionAdapter::tunnelSend(com.ibm.as400.access.PxReqCV):java.net.URLConnection	com.ibm.as400.access.PxReqCV	2/3	
Move Method	com.ibm.as400.access.User::setUserExpirationInterval(int):void	com.ibm.as400.access.AS400	2/3	
Move Method	com.ibm.as400.data.PcmlSAXParser::augmentTree(com.ibm.as400.data.PcmlDocNode, java.util.Stack):void	com.ibm.as400.data.PcmlDocument	2/3	
Move Method	com.ibm.as400.data.RfmlSAXParser::augmentTree(com.ibm.as400.data.PcmlDocNode, java.util.Stack):void	com.ibm.as400.data.PcmlDocument	2/3	
Move Method	com.ibm.as400.micro.MEServer::stop(java.lang.String):void	com.ibm.as400.micro.MicroDataOutputStream	2/3	
Move Method	com.ibm.as400.micro.ResultSetHandler::writeRow(java.sql.ResultSet):void	com.ibm.as400.micro.MicroDataOutputStream	2/3	
Move Method	com.ibm.as400.util.servlet.HTMLTableConverter::setTableHeader(com.ibm.as400.util.servlet.RowMetaData):void	com.ibm.as400.util.html.HTMLTable	2/3	
Move Method	com.ibm.as400.vaccess.SQLQueryTablePane::update():void	com.ibm.as400.vaccess.SQLQueryBuilderPane	2/3	
